valid_json,schema_score,topology_score,domain_accuracy,numerical_accuracy,categorical_accuracy,math_accuracy,semantic_score,chart_id,chart_type,complexity
True,0.8333333333333334,1.0,0.25,,,0.0,,163069,Line Chart,High
True,0.8333333333333334,1.0,0.5,0.9472899654286968,,,0.23076923076923078,103277,Line Chart,Medium
True,1.0,1.0,0.75,0.85,,,1.0,156418,Line Chart,Medium
False,0.0,0.0,,,,,,72132,Area Chart,High
True,1.0,1.0,1.0,0.8224401447992872,1.0,,0.98,132436,Box Plot,Low
True,1.0,1.0,0.8571428571428571,0.6524253034547153,1.0,,,104266,Scatter Plot,Medium
True,1.0,1.0,,0.9976518660439416,,,,55065,Pie Chart,Low
True,1.0,1.0,1.0,,,,0.094,123652,Area Chart,Medium
True,1.0,1.0,0.5,0.9784612369037772,,,0.899,159105,Line Chart,Medium
True,1.0,1.0,1.0,0.9954267430412755,,,0.365625,146588,Line Chart,High
True,1.0,1.0,0.8333333333333334,0.9814814814814815,0.75,,,124854,Scatter Plot,Low
True,1.0,0.0,0.8571428571428571,0.6860317990832697,0.5,,,139025,Scatter Plot,High
False,0.0,0.0,,,,,,112937,Line Chart,High
False,0.0,0.0,,,,,,157326,Bar Chart,High
True,1.0,1.0,1.0,1.0,1.0,,,93506,Scatter Plot,Low
True,1.0,1.0,0.8333333333333334,0.9961867426942267,1.0,,1.0,72098,Line Chart,High
False,0.0,0.0,,,,,,122825,Area Chart,Low
True,1.0,1.0,0.8571428571428571,0.9161111111111111,1.0,,0.8276923076923077,68229,Line Chart,High
False,0.0,0.0,,,,,,72533,Bar Chart,High
True,1.0,1.0,0.8571428571428571,0.9978832994962027,1.0,,0.933125,121841,Line Chart,High
True,0.8333333333333334,1.0,1.0,1.0,1.0,,0.0,162202,Bar Chart,High
True,0.8333333333333334,1.0,0.8571428571428571,0.4981115658248705,1.0,,0.2,57457,Area Chart,Medium
True,1.0,1.0,,0.9941875112752891,,,,109449,Pie Chart,Low
True,1.0,1.0,0.8333333333333334,1.0,1.0,,0.9953846153846153,106268,Line Chart,High
True,1.0,1.0,0.8571428571428571,0.9904137733611418,1.0,,0.803125,93651,Line Chart,Low
True,1.0,1.0,0.8,0.8911904761904762,1.0,,0.7375,51840,Line Chart,High
True,1.0,1.0,0.8,0.9936111111111111,1.0,,0.899,123681,Area Chart,Medium
True,1.0,1.0,1.0,1.0,1.0,,1.0,96329,Line Chart,Low
False,0.0,0.0,,,,,,75284,Bar Chart,High
True,1.0,1.0,0.8571428571428571,0.9818181818181818,1.0,,,105605,Scatter Plot,Low
True,1.0,0.0,0.75,0.3493827559044951,,,,124429,Scatter Plot,Medium
True,1.0,1.0,1.0,0.9361090496479239,1.0,,0.6507692307692309,150316,Bar Chart,High
True,1.0,1.0,1.0,1.0,1.0,,,62548,Scatter Plot,Low
True,1.0,1.0,0.25,0.2699593852413365,,,,127026,Scatter Plot,High
True,1.0,1.0,,0.9985036152067943,,,,75772,Pie Chart,Low
True,1.0,1.0,0.75,0.7268650199600798,,,1.0,153952,Line Chart,Medium
True,1.0,1.0,0.8571428571428571,1.0,1.0,,0.995,93574,Line Chart,High
True,1.0,1.0,0.8571428571428571,0.8095833333333333,1.0,,0.6146153846153847,59854,Area Chart,High
True,1.0,1.0,1.0,0.9357151965208231,1.0,,0.786,70959,Area Chart,Medium
True,0.8333333333333334,1.0,0.5,0.07455277711556511,,0.0,0.3333333333333333,149032,Line Chart,Medium
True,1.0,1.0,,1.0,,,,150353,Pie Chart,Low
True,1.0,1.0,0.875,0.9984882691332094,1.0,,0.92625,49846,Bar Chart,High
True,1.0,1.0,0.8571428571428571,0.9793741006503611,1.0,,,118798,Scatter Plot,High
True,1.0,0.0,0.75,0.42144333578469195,1.0,,0.094,130414,Area Chart,Medium
True,1.0,1.0,1.0,0.986865715983363,1.0,,,133544,Scatter Plot,Low
True,1.0,1.0,1.0,0.9374774531024531,1.0,,0.8453846153846154,123876,Area Chart,High
True,1.0,1.0,0.7142857142857143,0.8288504404951773,1.0,,,134876,Scatter Plot,High
True,1.0,0.0,1.0,0.7281610981610982,1.0,,0.2823076923076923,92757,Line Chart,High
True,1.0,1.0,1.0,1.0,,,0.34625,77668,Line Chart,Low
True,1.0,1.0,0.8571428571428571,0.9322857142857143,1.0,,,115576,Scatter Plot,High
False,0.0,0.0,,,,,,123158,Bar Chart,High
True,1.0,0.0,0.5,0.7446560132618585,,,0.8142857142857143,147614,Bar Chart,Medium
False,0.0,0.0,,,,,,158057,Histogram,Medium
True,0.8333333333333334,0.0,1.0,,,,0.0,115345,Bar Chart,Low
True,1.0,1.0,0.5,0.6666666666666666,,,0.415625,58885,Line Chart,High
True,1.0,1.0,0.8571428571428571,1.0,1.0,,,106947,Scatter Plot,Low
True,1.0,0.0,0.75,0.9278316714543855,,,0.7957142857142857,155731,Bar Chart,Medium
True,0.8,1.0,1.0,0.5539649608114339,,,0.14285714285714285,144582,Line Chart,Medium
True,1.0,1.0,0.8571428571428571,0.7738012424729918,1.0,,,50305,Scatter Plot,Medium
True,0.8333333333333334,1.0,0.25,0.8888888888888888,,,0.3076923076923077,83340,Line Chart,High
