valid_json,schema_score,topology_score,domain_accuracy,numerical_accuracy,categorical_accuracy,math_accuracy,semantic_score,chart_id,chart_type,complexity
True,0.8333333333333334,0.0,0.25,0.4541427294039523,0.0,,0.0,156198,Bar Chart,Unknown
True,0.8333333333333334,1.0,0.25,,,0.0,,146303,Line Chart,Unknown
True,1.0,0.0,1.0,0.563030960586502,1.0,,0.451875,68948,Line Chart,Unknown
True,1.0,1.0,,0.7083333333333334,0.8,,0.5405263157894736,145078,Bar Chart,Unknown
True,0.8333333333333334,0.0,0.5,,,,0.0,157998,Bar Chart,Unknown
True,1.0,1.0,0.75,0.34051087696370713,,,0.3275,69041,Area Chart,Unknown
True,1.0,1.0,,0.0,,,,104489,Pie Chart,Unknown
True,1.0,0.0,1.0,0.8731301977678789,1.0,,0.511875,67041,Line Chart,Unknown
True,1.0,1.0,1.0,0.5733549026861721,,,0.31285714285714283,54981,Area Chart,Unknown
True,1.0,1.0,,0.0,,,,109309,Pie Chart,Unknown
True,1.0,1.0,0.2,0.35912689181338375,0.0,,0.023076923076923075,158984,Bar Chart,Unknown
True,1.0,0.0,0.8571428571428571,0.7381409298658175,1.0,,0.5553846153846154,83280,Line Chart,Unknown
True,1.0,0.0,1.0,0.7319359331738672,1.0,,0.7123076923076923,80753,Line Chart,Unknown
True,1.0,0.0,0.8571428571428571,0.8010901295384053,1.0,,0.7637499999999999,77170,Line Chart,Unknown
True,1.0,1.0,,1.0,1.0,,1.0,91294,Line Chart,Unknown
True,0.5,0.0,0.8,,,,0.01375,77280,Line Chart,Unknown
True,1.0,0.0,0.8888888888888888,,,,0.0,115851,Line Chart,Unknown
True,1.0,0.0,0.6666666666666666,0.24756918094835406,1.0,,0.48384615384615387,92770,Line Chart,Unknown
True,1.0,1.0,0.75,0.9963235294117647,,,,88489,Scatter Plot,Unknown
True,1.0,0.0,,0.9733333333333334,1.0,,0.575625,99105,Bar Chart,Unknown
